
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.43977067318383      eV
 Composition: x =   0.25000000001650230     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  9     24      192           -67812.78696                    0.977665E-04    0.509201E-06
  9     25       48           -67812.77802                    0.244416E-04    0.509201E-06
  9     26       48           -67812.79165                    0.244416E-04    0.509201E-06
  9     27      192           -67812.81861                    0.977665E-04    0.509201E-06
  9     28      192           -67812.83925                    0.977665E-04    0.509201E-06
  9     29      192           -67812.83586                    0.977665E-04    0.509201E-06
  9     30       96           -67812.84881                    0.488833E-04    0.509201E-06
  9     31      192           -67812.84179                    0.977665E-04    0.509201E-06
  9     32      192           -67812.83873                    0.977665E-04    0.509201E-06
  9     33      192           -67812.81791                    0.977665E-04    0.509201E-06
  9     34       96           -67812.75800                    0.488833E-04    0.509201E-06
  9     35       96           -67812.77649                    0.488833E-04    0.509201E-06
  9     36      192           -67812.79496                    0.977665E-04    0.509201E-06
  9     37       96           -67812.78896                    0.488833E-04    0.509201E-06
  9     38      192           -67812.82654                    0.977665E-04    0.509201E-06
  9     39      192           -67812.80576                    0.977665E-04    0.509201E-06
  9     40       96           -67812.80616                    0.488833E-04    0.509201E-06
  9     41      192           -67812.82791                    0.977665E-04    0.509201E-06
  9     42       96           -67812.81007                    0.488833E-04    0.509201E-06
  9     43       96           -67812.84600                    0.488833E-04    0.509201E-06
  9     44       96           -67812.80759                    0.488833E-04    0.509201E-06
  9     45      192           -67812.78858                    0.977665E-04    0.509201E-06
  9     46      192           -67812.78535                    0.977665E-04    0.509201E-06
  9     47       96           -67812.80144                    0.488833E-04    0.509201E-06
  9     48      192           -67812.82713                    0.977665E-04    0.509201E-06
  9     49      192           -67812.79552                    0.977665E-04    0.509201E-06
  9     50      192           -67812.83546                    0.977665E-04    0.509201E-06
  9     51      192           -67812.81585                    0.977665E-04    0.509201E-06
  9     52      192           -67812.84622                    0.977665E-04    0.509201E-06
  9     53      192           -67812.85684                    0.977665E-04    0.509201E-06
  9     54       96           -67812.81905                    0.488833E-04    0.509201E-06
  9     55      192           -67812.82744                    0.977665E-04    0.509201E-06
  9     56      192           -67812.84162                    0.977665E-04    0.509201E-06
  9     57      192           -67812.85615                    0.977665E-04    0.509201E-06
  9     58       96           -67812.81278                    0.488833E-04    0.509201E-06
  9     59      192           -67812.86009                    0.977665E-04    0.509201E-06
  9     60      192           -67812.83829                    0.977665E-04    0.509201E-06
  9     61      192           -67812.84829                    0.977665E-04    0.509201E-06
  9     62      192           -67812.80518                    0.977665E-04    0.509201E-06
  9     63      192           -67812.85725                    0.977665E-04    0.509201E-06
  9     64       96           -67812.81455                    0.488833E-04    0.509201E-06
  9     65       96           -67812.79692                    0.488833E-04    0.509201E-06
  9     66      192           -67812.81048                    0.977665E-04    0.509201E-06
  9     67      192           -67812.83063                    0.977665E-04    0.509201E-06
  9     68      192           -67812.82720                    0.977665E-04    0.509201E-06
  9     69       48           -67812.87338                    0.244416E-04    0.509201E-06
  9     70       96           -67812.87207                    0.488833E-04    0.509201E-06
  9     71      192           -67812.88936                    0.977665E-04    0.509201E-06
  9     72       96           -67812.86915                    0.488833E-04    0.509201E-06
  9     73       48           -67812.77518                    0.244416E-04    0.509201E-06
  9     74       96           -67812.80572                    0.488833E-04    0.509201E-06
  9     75       96           -67812.84596                    0.488833E-04    0.509201E-06
  9     76      192           -67812.86070                    0.977665E-04    0.509201E-06
  9     77       96           -67812.85495                    0.488833E-04    0.509201E-06
  9     78       48           -67812.87663                    0.244416E-04    0.509201E-06
  9     79       96           -67812.89835                    0.488833E-04    0.509201E-06
  9     80       32           -67812.80120                    0.162944E-04    0.509201E-06
  9     81       96           -67812.89119                    0.488833E-04    0.509201E-06
  9     82       16           -67812.84558                    0.814721E-05    0.509201E-06
 10      1       96           -68563.19951                    0.162944E-04    0.169734E-06
 10      2      192           -68563.22623                    0.325888E-04    0.169734E-06
 10      3       96           -68563.19852                    0.162944E-04    0.169734E-06
